education_center_id;cycle;analysis_year;infant_transitions;max_infant_ii_places;max_enrolled;max_admitted;max_total_students;max_year;target_year_enrolled;estimated_places;applications_submitted;applications_admitted;applications_admitted_corrected;occupancy_rate;demand_ratio;admission_capacity_ratio;admission_efficiency;is_active
28003286;primaria;2022-2023;50.333333333333336;57.666666666666664;614;0;614;2020-2021;513;102.33333333333333;12;0;50.333333333333336;0.8355048859934854;0.11726384364820848;0.49185667752443;0.0;1
28043429;infantil_i_ciclo;2022-2023;0;0;113;93;113;2021-2022;92;37.666666666666664;136;86;86;0.8141592920353983;3.610619469026549;2.2831858407079646;0.6323529411764706;1
28046996;infantil_i_ciclo;2022-2023;0;0;114;96;114;2024-2025;109;38.0;135;99;99;0.956140350877193;3.5526315789473686;2.6052631578947367;0.7333333333333333;1
28049021;infantil_i_ciclo;2022-2023;0;0;112;107;112;2022-2023;112;37.333333333333336;162;107;107;1.0;4.339285714285714;2.8660714285714284;0.6604938271604939;1
28039803;eso;2022-2023;0;0;363;70;363;2023-2024;358;90.75;79;60;60;0.9862258953168044;0.8705234159779615;0.6611570247933884;0.759493670886076;1
28041615;eso;2022-2023;0;0;740;166;740;2024-2025;692;185.0;272;156;156;0.9351351351351351;1.4702702702702704;0.8432432432432433;0.5735294117647058;1
28000558;infantil_ii_ciclo;2022-2023;0;0;98;29;98;2021-2022;95;32.666666666666664;29;20;20;0.9693877551020408;0.8877551020408164;0.6122448979591837;0.6896551724137931;1
28000558;primaria;2022-2023;31.666666666666668;32.666666666666664;292;4;292;2020-2021;258;48.666666666666664;16;5;36.66666666666667;0.8835616438356164;0.32876712328767127;0.7534246575342467;0.3125;1
28058172;infantil_i_ciclo;2022-2023;0;0;116;114;116;2020-2021;116;38.666666666666664;201;124;124;1.0;5.198275862068966;3.2068965517241383;0.6169154228855721;1
28074724;infantil_i_ciclo;2022-2023;0;0;30;36;30;2021-2022;19;10.0;23;22;22;0.6333333333333333;2.3;2.2;0.9565217391304348;1
28068268;infantil_i_ciclo;2022-2023;0;0;105;103;105;2024-2025;94;35.0;98;95;95;0.8952380952380953;2.8;2.7142857142857144;0.9693877551020408;1
28059279;eso;2022-2023;0;0;210;44;210;2023-2024;203;52.5;45;45;45;0.9666666666666667;0.8571428571428571;0.8571428571428571;1.0;1
28026043;infantil_ii_ciclo;2022-2023;0;0;149;51;149;2021-2022;135;49.666666666666664;43;36;36;0.9060402684563759;0.865771812080537;0.7248322147651007;0.8372093023255814;1
28026043;primaria;2022-2023;45.0;49.666666666666664;299;4;299;2021-2022;297;49.833333333333336;13;1;46.0;0.9933110367892977;0.2608695652173913;0.923076923076923;0.07692307692307693;1
28065644;eso;2022-2023;0;0;211;52;211;2024-2025;190;52.75;46;46;46;0.9004739336492891;0.8720379146919431;0.8720379146919431;1.0;1
28025506;infantil_ii_ciclo;2022-2023;0;0;120;30;120;2023-2024;119;40.0;38;38;38;0.9916666666666667;0.95;0.95;1.0;1
28025506;primaria;2022-2023;39.666666666666664;40.0;289;12;289;2024-2025;259;48.166666666666664;18;18;57.666666666666664;0.8961937716262975;0.3737024221453287;1.1972318339100345;1.0;1
28080499;infantil_i_ciclo;2022-2023;0;0;115;112;115;2022-2023;115;38.333333333333336;274;112;112;1.0;7.147826086956521;2.9217391304347826;0.40875912408759124;1
28039670;eso;2022-2023;0;0;354;70;354;2022-2023;354;88.5;107;70;70;1.0;1.2090395480225988;0.7909604519774012;0.6542056074766355;1
28031063;infantil_ii_ciclo;2022-2023;0;0;113;32;113;2024-2025;82;37.666666666666664;25;24;24;0.7256637168141593;0.6637168141592921;0.6371681415929203;0.96;1
28031063;primaria;2022-2023;27.333333333333332;37.666666666666664;226;27;226;2020-2021;211;37.666666666666664;14;14;41.33333333333333;0.9336283185840708;0.37168141592920356;1.0973451327433628;1.0;1
28074062;eso;2022-2023;0;0;946;250;946;2023-2024;895;236.5;251;209;209;0.9460887949260042;1.0613107822410148;0.8837209302325582;0.8326693227091634;1
28077348;infantil_ii_ciclo;2022-2023;0;0;275;75;275;2020-2021;211;91.66666666666667;154;57;57;0.7672727272727272;1.68;0.6218181818181818;0.37012987012987014;1
28077348;primaria;2022-2023;70.33333333333333;91.66666666666667;491;0;491;2024-2025;383;81.83333333333333;57;0;70.33333333333333;0.780040733197556;0.6965376782077394;0.8594704684317719;0.0;1
28077348;eso;2022-2023;0;0;414;49;414;2024-2025;174;103.5;76;60;60;0.42028985507246375;0.7342995169082126;0.5797101449275363;0.7894736842105263;1
28025026;eso;2022-2023;0;0;726;149;726;2022-2023;726;181.5;245;149;149;1.0;1.3498622589531681;0.8209366391184573;0.6081632653061224;1
28057040;infantil_ii_ciclo;2022-2023;0;0;69;20;69;2020-2021;47;23.0;11;11;11;0.6811594202898551;0.4782608695652174;0.4782608695652174;1.0;1
28057040;primaria;2022-2023;15.666666666666666;23.0;249;12;249;2020-2021;195;41.5;7;4;19.666666666666664;0.7831325301204819;0.1686746987951807;0.4738955823293172;0.5714285714285714;1
28082307;eso;2022-2023;0;0;315;0;315;2024-2025;0;78.75;0;0;0;0.0;0.0;0.0;0.0;1
28032420;infantil_ii_ciclo;2022-2023;0;0;144;48;144;2021-2022;127;48.0;36;35;35;0.8819444444444444;0.75;0.7291666666666666;0.9722222222222222;1
28032420;primaria;2022-2023;42.333333333333336;48.0;292;3;292;2022-2023;292;48.666666666666664;6;3;45.333333333333336;1.0;0.12328767123287672;0.9315068493150686;0.5;1
28020201;eso;2022-2023;0;0;236;40;236;2022-2023;236;59.0;62;40;40;1.0;1.0508474576271187;0.6779661016949152;0.6451612903225806;1
28064755;infantil_i_ciclo;2022-2023;0;0;10;13;10;2021-2022;9;3.3333333333333335;13;11;11;0.9;3.9;3.3;0.8461538461538461;1
28005933;infantil_ii_ciclo;2022-2023;0;0;149;44;149;2023-2024;140;49.666666666666664;56;40;40;0.9395973154362416;1.12751677852349;0.8053691275167786;0.7142857142857143;1
28005933;primaria;2022-2023;46.666666666666664;49.666666666666664;335;12;335;2024-2025;324;55.833333333333336;37;6;52.666666666666664;0.9671641791044776;0.6626865671641791;0.9432835820895522;0.16216216216216217;1
28005830;infantil_ii_ciclo;2022-2023;0;0;46;10;46;2024-2025;38;15.333333333333334;11;11;11;0.8260869565217391;0.717391304347826;0.717391304347826;1.0;1
28005830;primaria;2022-2023;12.666666666666666;15.333333333333334;129;6;129;2023-2024;127;21.5;8;8;20.666666666666664;0.9844961240310077;0.37209302325581395;0.9612403100775193;1.0;1
28021434;infantil_ii_ciclo;2022-2023;0;0;83;29;83;2024-2025;67;27.666666666666668;22;20;20;0.8072289156626506;0.7951807228915663;0.7228915662650602;0.9090909090909091;1
28021434;primaria;2022-2023;22.333333333333332;27.666666666666668;199;1;199;2020-2021;190;33.166666666666664;6;1;23.333333333333332;0.9547738693467337;0.18090452261306533;0.7035175879396985;0.16666666666666666;1
28072223;eso;2022-2023;0;0;427;101;427;2024-2025;349;106.75;82;66;66;0.8173302107728337;0.7681498829039812;0.6182669789227166;0.8048780487804879;1
28047514;infantil_i_ciclo;2022-2023;0;0;112;115;112;2023-2024;110;37.333333333333336;182;112;112;0.9821428571428571;4.875;3.0;0.6153846153846154;1
28005881;infantil_ii_ciclo;2022-2023;0;0;239;70;239;2020-2021;225;79.66666666666667;69;64;64;0.9414225941422594;0.8661087866108786;0.803347280334728;0.927536231884058;1
28005881;primaria;2022-2023;75.0;79.66666666666667;495;9;495;2024-2025;403;82.5;12;7;82.0;0.8141414141414142;0.14545454545454545;0.9939393939393939;0.5833333333333334;1
28033931;infantil_ii_ciclo;2022-2023;0;0;138;34;138;2022-2023;138;46.0;36;34;34;1.0;0.782608695652174;0.7391304347826086;0.9444444444444444;1
28033931;primaria;2022-2023;46.0;46.0;300;7;300;2024-2025;297;50.0;14;7;53.0;0.99;0.28;1.06;0.5;1
28025087;infantil_ii_ciclo;2022-2023;0;0;88;20;88;2020-2021;48;29.333333333333332;8;7;7;0.5454545454545454;0.27272727272727276;0.23863636363636365;0.875;1
28025087;primaria;2022-2023;16.0;29.333333333333332;229;5;229;2021-2022;212;38.166666666666664;2;1;17.0;0.925764192139738;0.052401746724890834;0.4454148471615721;0.5;1
28073847;infantil_i_ciclo;2022-2023;0;0;110;106;110;2022-2023;110;36.666666666666664;113;106;106;1.0;3.081818181818182;2.890909090909091;0.9380530973451328;1
28047423;infantil_i_ciclo;2022-2023;0;0;117;93;117;2021-2022;117;39.0;138;95;95;1.0;3.5384615384615383;2.4358974358974357;0.6884057971014492;1
28045074;infantil_i_ciclo;2022-2023;0;0;40;40;40;2024-2025;0;13.333333333333334;0;0;0;0.0;0.0;0.0;0.0;1
28045074;infantil_ii_ciclo;2022-2023;0;0;96;6;96;2024-2025;88;32.0;20;19;19;0.9166666666666666;0.625;0.59375;0.95;1
28045074;primaria;2022-2023;29.333333333333332;32.0;196;2;196;2022-2023;196;32.666666666666664;4;2;31.333333333333332;1.0;0.12244897959183675;0.9591836734693878;0.5;1
28057714;infantil_i_ciclo;2022-2023;0;0;59;60;59;2023-2024;54;19.666666666666668;80;57;57;0.9152542372881356;4.067796610169491;2.8983050847457625;0.7125;1
28070214;infantil_i_ciclo;2022-2023;0;0;149;146;149;2021-2022;134;49.666666666666664;140;130;130;0.8993288590604027;2.8187919463087248;2.61744966442953;0.9285714285714286;1
28025312;infantil_ii_ciclo;2022-2023;0;0;97;26;97;2020-2021;77;32.333333333333336;30;28;28;0.7938144329896907;0.9278350515463917;0.8659793814432989;0.9333333333333333;1
28025312;primaria;2022-2023;25.666666666666668;32.333333333333336;337;5;337;2020-2021;265;56.166666666666664;9;4;29.666666666666668;0.7863501483679525;0.16023738872403562;0.5281899109792285;0.4444444444444444;1
28006381;infantil_ii_ciclo;2022-2023;0;0;82;37;82;2022-2023;82;27.333333333333332;44;37;37;1.0;1.6097560975609757;1.353658536585366;0.8409090909090909;1
28006381;primaria;2022-2023;27.333333333333332;27.333333333333332;146;0;146;2021-2022;144;24.333333333333332;12;1;28.333333333333332;0.9863013698630136;0.4931506849315069;1.1643835616438356;0.08333333333333333;1
28067264;infantil_i_ciclo;2022-2023;0;0;9;9;9;2021-2022;9;3.0;11;11;11;1.0;3.6666666666666665;3.6666666666666665;1.0;1
28070986;infantil_ii_ciclo;2022-2023;0;0;250;74;250;2020-2021;230;83.33333333333333;86;74;74;0.92;1.032;0.888;0.8604651162790697;1
28070986;primaria;2022-2023;76.66666666666667;83.33333333333333;603;5;603;2021-2022;577;100.5;27;0;76.66666666666667;0.956882255389718;0.26865671641791045;0.7628524046434495;0.0;1
28076371;eso;2022-2023;0;0;850;187;850;2021-2022;830;212.5;210;124;124;0.9764705882352941;0.9882352941176471;0.5835294117647059;0.5904761904761905;1
28050409;infantil_ii_ciclo;2022-2023;0;0;19;5;19;2022-2023;19;6.333333333333333;5;5;5;1.0;0.7894736842105263;0.7894736842105263;1.0;1
28050409;primaria;2022-2023;6.333333333333333;6.333333333333333;32;2;32;2023-2024;24;5.333333333333333;2;2;8.333333333333332;0.75;0.375;1.5624999999999998;1.0;1
28006408;infantil_ii_ciclo;2022-2023;0;0;387;141;387;2020-2021;382;129.0;132;129;129;0.9870801033591732;1.0232558139534884;1.0;0.9772727272727273;1
28006408;primaria;2022-2023;127.33333333333333;129.0;717;13;717;2023-2024;680;119.5;15;11;138.33333333333331;0.9483960948396095;0.12552301255230125;1.1576011157601114;0.7333333333333333;1
28019464;eso;2022-2023;0;0;645;148;645;2023-2024;627;161.25;251;139;139;0.9720930232558139;1.5565891472868216;0.862015503875969;0.5537848605577689;1
28046960;infantil_i_ciclo;2022-2023;0;0;114;115;114;2024-2025;113;38.0;142;113;113;0.9912280701754386;3.736842105263158;2.973684210526316;0.795774647887324;1
28044771;infantil_ii_ciclo;2022-2023;0;0;50;11;50;2020-2021;43;16.666666666666668;23;20;20;0.86;1.38;1.2;0.8695652173913043;1
28044771;primaria;2022-2023;14.333333333333334;16.666666666666668;116;3;116;2022-2023;116;19.333333333333332;5;3;17.333333333333336;1.0;0.25862068965517243;0.8965517241379312;0.6;1
28045025;eso;2022-2023;0;0;608;134;608;2023-2024;574;152.0;139;115;115;0.944078947368421;0.9144736842105263;0.756578947368421;0.8273381294964028;1
28031348;infantil_ii_ciclo;2022-2023;0;0;139;46;139;2020-2021;125;46.333333333333336;38;36;36;0.8992805755395683;0.8201438848920863;0.776978417266187;0.9473684210526315;1
28031348;primaria;2022-2023;41.666666666666664;46.333333333333336;352;8;352;2020-2021;321;58.666666666666664;14;12;53.666666666666664;0.9119318181818182;0.23863636363636365;0.9147727272727273;0.8571428571428571;1
28049092;infantil_i_ciclo;2022-2023;0;0;112;114;112;2022-2023;112;37.333333333333336;171;114;114;1.0;4.580357142857142;3.0535714285714284;0.6666666666666666;1
28035585;infantil_ii_ciclo;2022-2023;0;0;172;39;172;2020-2021;141;57.333333333333336;33;31;31;0.8197674418604651;0.5755813953488372;0.5406976744186046;0.9393939393939394;1
28035585;primaria;2022-2023;47.0;57.333333333333336;324;0;324;2023-2024;324;54.0;4;0;47.0;1.0;0.07407407407407407;0.8703703703703703;0.0;1
28025178;infantil_ii_ciclo;2022-2023;0;0;179;68;179;2020-2021;163;59.666666666666664;49;48;48;0.9106145251396648;0.8212290502793297;0.8044692737430168;0.9795918367346939;1
28025178;primaria;2022-2023;54.333333333333336;59.666666666666664;486;16;486;2023-2024;478;81.0;14;7;61.333333333333336;0.9835390946502057;0.1728395061728395;0.757201646090535;0.5;1
28028945;infantil_i_ciclo;2022-2023;0;0;42;36;42;2023-2024;42;14.0;42;26;26;1.0;3.0;1.8571428571428572;0.6190476190476191;1
28028945;infantil_ii_ciclo;2022-2023;0;0;117;18;117;2024-2025;84;39.0;27;26;26;0.717948717948718;0.6923076923076923;0.6666666666666666;0.9629629629629629;1
28028945;primaria;2022-2023;28.0;39.0;386;6;386;2020-2021;321;64.33333333333333;16;7;35.0;0.8316062176165803;0.24870466321243526;0.5440414507772021;0.4375;1
28043685;infantil_i_ciclo;2022-2023;0;0;91;83;91;2021-2022;80;30.333333333333332;150;75;75;0.8791208791208791;4.945054945054945;2.4725274725274726;0.5;1
28060671;infantil_i_ciclo;2022-2023;0;0;52;52;52;2023-2024;46;17.333333333333332;59;48;48;0.8846153846153846;3.403846153846154;2.7692307692307696;0.8135593220338984;1
28062023;eso;2022-2023;0;0;650;147;650;2023-2024;597;162.5;218;151;151;0.9184615384615384;1.3415384615384616;0.9292307692307692;0.6926605504587156;1
28077841;infantil_ii_ciclo;2022-2023;0;0;65;23;65;2020-2021;49;21.666666666666668;10;10;10;0.7538461538461538;0.4615384615384615;0.4615384615384615;1.0;1
28077841;primaria;2022-2023;16.333333333333332;21.666666666666668;115;0;115;2024-2025;107;19.166666666666668;2;2;18.333333333333332;0.9304347826086956;0.10434782608695652;0.9565217391304347;1.0;1
28067574;infantil_ii_ciclo;2022-2023;0;0;221;73;221;2020-2021;213;73.66666666666667;78;64;64;0.9638009049773756;1.0588235294117647;0.8687782805429863;0.8205128205128205;1
28067574;primaria;2022-2023;71.0;73.66666666666667;508;0;508;2020-2021;467;84.66666666666667;24;8;79.0;0.9192913385826772;0.28346456692913385;0.9330708661417322;0.3333333333333333;1
28080025;eso;2022-2023;0;0;655;186;655;2024-2025;371;163.75;146;140;140;0.566412213740458;0.8916030534351145;0.8549618320610687;0.958904109589041;1
28000388;infantil_i_ciclo;2022-2023;0;0;39;37;39;2024-2025;35;13.0;58;28;28;0.8974358974358975;4.461538461538462;2.1538461538461537;0.4827586206896552;1
28000388;infantil_ii_ciclo;2022-2023;0;0;83;11;83;2023-2024;61;27.666666666666668;17;17;17;0.7349397590361446;0.6144578313253012;0.6144578313253012;1.0;1
28000388;primaria;2022-2023;20.333333333333332;27.666666666666668;199;3;199;2023-2024;193;33.166666666666664;7;1;21.333333333333332;0.9698492462311558;0.21105527638190957;0.6432160804020101;0.14285714285714285;1
28021461;infantil_ii_ciclo;2022-2023;0;0;189;57;189;2020-2021;169;63.0;70;67;67;0.8941798941798942;1.1111111111111112;1.0634920634920635;0.9571428571428572;1
28021461;primaria;2022-2023;56.333333333333336;63.0;411;7;411;2023-2024;401;68.5;11;9;65.33333333333334;0.975669099756691;0.16058394160583941;0.9537712895377131;0.8181818181818182;1
28058226;infantil_i_ciclo;2022-2023;0;0;34;39;34;2022-2023;34;11.333333333333334;42;39;39;1.0;3.705882352941176;3.441176470588235;0.9285714285714286;1
28003328;infantil_i_ciclo;2022-2023;0;0;41;18;41;2023-2024;0;13.666666666666666;0;0;0;0.0;0.0;0.0;0.0;1
28003328;infantil_ii_ciclo;2022-2023;0;0;101;11;101;2024-2025;78;33.666666666666664;17;16;16;0.7722772277227723;0.504950495049505;0.4752475247524753;0.9411764705882353;1
28003328;primaria;2022-2023;26.0;33.666666666666664;249;10;249;2020-2021;238;41.5;7;6;32.0;0.9558232931726908;0.1686746987951807;0.7710843373493976;0.8571428571428571;1
28044151;infantil_i_ciclo;2022-2023;0;0;109;103;109;2021-2022;101;36.333333333333336;103;99;99;0.926605504587156;2.8348623853211006;2.7247706422018347;0.9611650485436893;1
28043821;infantil_i_ciclo;2022-2023;0;0;60;59;60;2024-2025;58;20.0;110;54;54;0.9666666666666667;5.5;2.7;0.4909090909090909;1
28043821;infantil_ii_ciclo;2022-2023;0;0;54;5;54;2022-2023;54;18.0;13;5;5;1.0;0.7222222222222222;0.2777777777777778;0.38461538461538464;1
28038288;infantil_ii_ciclo;2022-2023;0;0;146;43;146;2020-2021;139;48.666666666666664;46;42;42;0.952054794520548;0.9452054794520548;0.863013698630137;0.9130434782608695;1
28038288;primaria;2022-2023;46.333333333333336;48.666666666666664;324;3;324;2020-2021;299;54.0;10;2;48.333333333333336;0.9228395061728395;0.18518518518518517;0.8950617283950618;0.2;1
28004989;infantil_i_ciclo;2022-2023;0;0;40;35;40;2023-2024;38;13.333333333333334;44;29;29;0.95;3.3;2.175;0.6590909090909091;1
28004989;infantil_ii_ciclo;2022-2023;0;0;69;19;69;2022-2023;69;23.0;20;19;19;1.0;0.8695652173913043;0.8260869565217391;0.95;1
28004989;primaria;2022-2023;23.0;23.0;174;0;174;2023-2024;159;29.0;5;1;24.0;0.9137931034482759;0.1724137931034483;0.8275862068965517;0.2;1
28047824;infantil_i_ciclo;2022-2023;0;0;90;95;90;2022-2023;90;30.0;113;95;95;1.0;3.7666666666666666;3.1666666666666665;0.8407079646017699;1
28065541;infantil_ii_ciclo;2022-2023;0;0;214;67;214;2020-2021;197;71.33333333333333;68;67;67;0.9205607476635514;0.9532710280373833;0.9392523364485982;0.9852941176470589;1
28065541;primaria;2022-2023;65.66666666666667;71.33333333333333;495;1;495;2020-2021;472;82.5;33;7;72.66666666666667;0.9535353535353536;0.4;0.8808080808080808;0.21212121212121213;1
28023327;eso;2022-2023;0;0;497;105;497;2023-2024;484;124.25;92;76;76;0.9738430583501007;0.7404426559356136;0.6116700201207244;0.8260869565217391;1
28043909;infantil_i_ciclo;2022-2023;0;0;117;103;117;2021-2022;116;39.0;168;109;109;0.9914529914529915;4.3076923076923075;2.7948717948717947;0.6488095238095238;1
28033898;infantil_ii_ciclo;2022-2023;0;0;66;13;66;2020-2021;59;22.0;23;21;21;0.8939393939393939;1.0454545454545454;0.9545454545454546;0.9130434782608695;1
28033898;primaria;2022-2023;19.666666666666668;22.0;151;2;151;2023-2024;147;25.166666666666668;2;1;20.666666666666668;0.9735099337748344;0.07947019867549668;0.8211920529801324;0.5;1
28028155;infantil_i_ciclo;2022-2023;0;0;37;32;37;2024-2025;0;12.333333333333334;0;0;0;0.0;0.0;0.0;0.0;1
28028155;infantil_ii_ciclo;2022-2023;0;0;135;37;135;2020-2021;101;45.0;26;25;25;0.7481481481481481;0.5777777777777777;0.5555555555555556;0.9615384615384616;1
28028155;primaria;2022-2023;33.666666666666664;45.0;279;4;279;2020-2021;261;46.5;7;5;38.666666666666664;0.9354838709677419;0.15053763440860216;0.8315412186379928;0.7142857142857143;1
28010497;infantil_ii_ciclo;2022-2023;0;0;146;50;146;2021-2022;144;48.666666666666664;66;41;41;0.9863013698630136;1.356164383561644;0.8424657534246576;0.6212121212121212;1
28010497;primaria;2022-2023;48.0;48.666666666666664;310;3;310;2022-2023;310;51.666666666666664;15;3;51.0;1.0;0.2903225806451613;0.9870967741935485;0.2;1
28030903;eso;2022-2023;0;0;136;19;136;2022-2023;136;34.0;26;19;19;1.0;0.7647058823529411;0.5588235294117647;0.7307692307692307;1
28002166;infantil_ii_ciclo;2022-2023;0;0;195;59;195;2022-2023;195;65.0;66;59;59;1.0;1.0153846153846153;0.9076923076923077;0.8939393939393939;1
28002166;primaria;2022-2023;65.0;65.0;467;16;467;2020-2021;417;77.83333333333333;11;3;68.0;0.892933618843683;0.14132762312633834;0.8736616702355461;0.2727272727272727;1
28037201;infantil_ii_ciclo;2022-2023;0;0;115;31;115;2020-2021;91;38.333333333333336;29;29;29;0.7913043478260869;0.7565217391304347;0.7565217391304347;1.0;1
28037201;primaria;2022-2023;30.333333333333332;38.333333333333336;320;5;320;2021-2022;296;53.333333333333336;6;3;33.33333333333333;0.925;0.11249999999999999;0.6249999999999999;0.5;1
28063891;infantil_ii_ciclo;2022-2023;0;0;226;66;226;2021-2022;209;75.33333333333333;60;57;57;0.9247787610619469;0.7964601769911505;0.756637168141593;0.95;1
28063891;primaria;2022-2023;69.66666666666667;75.33333333333333;480;5;480;2020-2021;472;80.0;11;5;74.66666666666667;0.9833333333333333;0.1375;0.9333333333333333;0.45454545454545453;1
28002877;infantil_ii_ciclo;2022-2023;0;0;146;50;146;2021-2022;133;48.666666666666664;47;38;38;0.910958904109589;0.9657534246575343;0.7808219178082192;0.8085106382978723;1
28002877;primaria;2022-2023;44.333333333333336;48.666666666666664;307;2;307;2023-2024;304;51.166666666666664;9;3;47.333333333333336;0.990228013029316;0.1758957654723127;0.9250814332247558;0.3333333333333333;1
28044321;infantil_ii_ciclo;2022-2023;0;0;114;27;114;2020-2021;74;38.0;29;22;22;0.6491228070175439;0.7631578947368421;0.5789473684210527;0.7586206896551724;1
28044321;primaria;2022-2023;24.666666666666668;38.0;306;6;306;2020-2021;285;51.0;10;7;31.666666666666668;0.9313725490196079;0.19607843137254902;0.6209150326797386;0.7;1
28018903;eso;2022-2023;0;0;335;89;335;2023-2024;332;83.75;105;84;84;0.991044776119403;1.2537313432835822;1.0029850746268656;0.8;1
28037077;eso;2022-2023;0;0;602;125;602;2023-2024;589;150.5;188;126;126;0.978405315614618;1.2491694352159468;0.8372093023255814;0.6702127659574468;1
28040866;infantil_ii_ciclo;2022-2023;0;0;60;20;60;2020-2021;57;20.0;18;18;18;0.95;0.9;0.9;1.0;1
28040866;primaria;2022-2023;19.0;20.0;145;4;145;2020-2021;140;24.166666666666668;7;5;24.0;0.9655172413793104;0.28965517241379307;0.993103448275862;0.7142857142857143;1
28035573;infantil_ii_ciclo;2022-2023;0;0;150;42;150;2020-2021;140;50.0;40;37;37;0.9333333333333333;0.8;0.74;0.925;1
28035573;primaria;2022-2023;46.666666666666664;50.0;306;2;306;2021-2022;299;51.0;7;3;49.666666666666664;0.9771241830065359;0.13725490196078433;0.9738562091503268;0.42857142857142855;1
28039864;eso;2022-2023;0;0;483;116;483;2023-2024;470;120.75;127;101;101;0.9730848861283644;1.05175983436853;0.8364389233954451;0.7952755905511811;1
28038151;eso;2022-2023;0;0;436;94;436;2024-2025;407;109.0;106;96;96;0.9334862385321101;0.9724770642201835;0.8807339449541285;0.9056603773584906;1
28000595;infantil_ii_ciclo;2022-2023;0;0;299;101;299;2020-2021;275;99.66666666666667;99;75;75;0.919732441471572;0.9933110367892977;0.7525083612040133;0.7575757575757576;1
28000595;primaria;2022-2023;91.66666666666667;99.66666666666667;599;2;599;2023-2024;594;99.83333333333333;17;0;91.66666666666667;0.991652754590985;0.17028380634390652;0.9181969949916529;0.0;1
28006160;infantil_ii_ciclo;2022-2023;0;0;69;16;69;2022-2023;69;23.0;17;16;16;1.0;0.7391304347826086;0.6956521739130435;0.9411764705882353;1
28006160;primaria;2022-2023;23.0;23.0;156;1;156;2023-2024;155;26.0;7;4;27.0;0.9935897435897436;0.2692307692307692;1.0384615384615385;0.5714285714285714;1
28000042;infantil_ii_ciclo;2022-2023;0;0;180;55;180;2024-2025;172;60.0;57;51;51;0.9555555555555556;0.95;0.85;0.8947368421052632;1
28000042;primaria;2022-2023;57.333333333333336;60.0;403;8;403;2020-2021;393;67.16666666666667;16;14;71.33333333333334;0.9751861042183623;0.23821339950372206;1.0620347394540943;0.875;1
28046352;eso;2022-2023;0;0;518;119;518;2024-2025;472;129.5;167;148;148;0.9111969111969112;1.2895752895752897;1.1428571428571428;0.8862275449101796;1
28075492;eso;2022-2023;0;0;774;186;774;2022-2023;774;193.5;193;186;186;1.0;0.9974160206718347;0.9612403100775194;0.9637305699481865;1
28039372;infantil_ii_ciclo;2022-2023;0;0;69;20;69;2023-2024;63;23.0;26;22;22;0.9130434782608695;1.1304347826086956;0.9565217391304348;0.8461538461538461;1
28039372;primaria;2022-2023;21.0;23.0;150;0;150;2024-2025;137;25.0;17;4;25.0;0.9133333333333333;0.68;1.0;0.23529411764705882;1
28039037;eso;2022-2023;0;0;644;149;644;2023-2024;620;161.0;145;108;108;0.9627329192546584;0.9006211180124224;0.6708074534161491;0.7448275862068966;1
28018381;eso;2022-2023;0;0;397;71;397;2022-2023;397;99.25;82;71;71;1.0;0.8261964735516373;0.7153652392947103;0.8658536585365854;1
28073963;infantil_ii_ciclo;2022-2023;0;0;216;82;216;2020-2021;164;72.0;64;39;39;0.7592592592592593;0.8888888888888888;0.5416666666666666;0.609375;1
28073963;primaria;2022-2023;54.666666666666664;72.0;509;0;509;2020-2021;495;84.83333333333333;30;7;61.666666666666664;0.9724950884086444;0.35363457760314343;0.7269155206286837;0.23333333333333334;1
28044203;infantil_i_ciclo;2022-2023;0;0;168;157;168;2021-2022;142;56.0;135;121;121;0.8452380952380952;2.4107142857142856;2.1607142857142856;0.8962962962962963;1
28063805;infantil_ii_ciclo;2022-2023;0;0;218;75;218;2020-2021;185;72.66666666666667;61;58;58;0.8486238532110092;0.8394495412844036;0.7981651376146789;0.9508196721311475;1
28063805;primaria;2022-2023;61.666666666666664;72.66666666666667;444;2;444;2023-2024;443;74.0;13;7;68.66666666666666;0.9977477477477478;0.17567567567567569;0.9279279279279278;0.5384615384615384;1
28067604;infantil_ii_ciclo;2022-2023;0;0;102;34;102;2020-2021;95;34.0;28;28;28;0.9313725490196079;0.8235294117647058;0.8235294117647058;1.0;1
28067604;primaria;2022-2023;31.666666666666668;34.0;293;2;293;2020-2021;270;48.833333333333336;5;4;35.66666666666667;0.9215017064846417;0.10238907849829351;0.7303754266211605;0.8;1
28067604;eso;2022-2023;0;0;106;0;106;2024-2025;102;26.5;6;3;3;0.9622641509433962;0.22641509433962265;0.11320754716981132;0.5;1
28032389;infantil_ii_ciclo;2022-2023;0;0;150;51;150;2021-2022;136;50.0;39;36;36;0.9066666666666666;0.78;0.72;0.9230769230769231;1
28032389;primaria;2022-2023;45.333333333333336;50.0;325;0;325;2020-2021;307;54.166666666666664;5;1;46.333333333333336;0.9446153846153846;0.09230769230769231;0.8553846153846155;0.2;1
28037168;infantil_ii_ciclo;2022-2023;0;0;146;44;146;2020-2021;134;48.666666666666664;31;30;30;0.9178082191780822;0.636986301369863;0.6164383561643836;0.967741935483871;1
28037168;primaria;2022-2023;44.666666666666664;48.666666666666664;304;0;304;2022-2023;304;50.666666666666664;5;0;44.666666666666664;1.0;0.09868421052631579;0.881578947368421;0.0;1
28041512;eso;2022-2023;0;0;512;123;512;2023-2024;511;128.0;125;110;110;0.998046875;0.9765625;0.859375;0.88;1
